ad_title,organic_video_url,ad_url,ad_unlisted,upload_date,ad_genre,views_count,duration_time,ad_likes,ad_dislikes,ad_cta_link,ad_description,ad_links,count,channel_name,ad_channel_link,ad_channel_subscriber,channel_created_date,total_videos
MRIP Atlanta :15,https://www.youtube.com/watch?v=EH7pKkv2TTM,https://www.youtube.com/watch?v=Pd9PU4t5rmc,Yes,"May 12, 2020",Education,2220097,0:15,0,0,https://www.goarmy.com/army/2bde/atlanta-recruiting.html?iom=ALOY-20-939_N_DV_24018428_5552106_131232679_271264592_466172009,,,26,GoArmy,https://www.youtube.com/channel/UCv6J1XT-BsmAAw8QWjOpyOA,114000,"Jan 12, 2010",825
Made Millions - :15,https://www.youtube.com/watch?v=4zllqk6tsc8,https://www.youtube.com/watch?v=z0J4M1HZr88,Yes,"Sep 1, 2020",Nonprofits & Activism,76,0:15,0,0,https://www.senatemajority.com/?utm_medium=ads&utm_source=YouTube&utm_content=Millions15&utm_campaign=GAMillions,,,10,Senate Majority PAC 2020,https://www.youtube.com/channel/UCoAbyusqdPHD4HRF8iriOdQ,75 ,"Dec 4, 2019",0
Upgrade Your Ride :15 US | Polaris Off-Road Vehicles,https://www.youtube.com/watch?v=PD43zvLEzkI,https://www.youtube.com/watch?v=PXAGmr3M5aU,No,"Aug 11, 2020",Autos & Vehicles,785774,0:15,5 ,0,https://offroad.polaris.com/en-us/?gclid=EAIaIQobChMImZetiODu6wIVosEOAB2UJgl-EAEYASAAEgKVGvD_BwE,"The great outdoors is wide open. Make the most of it and expand your family's freedom with the off-road's best, like Group Tracking that lets you spread out on the trail, but stay together for the journey. Polaris. Think Outside. For more information visit: https://offroad.polaris.com/en-ca/spe...

Polaris Off Road Vehicles
Whether it's for utility or recreation, Polaris has a complete lineup of the hardest working, smoothest riding ORVs that let our riders go anywhere and do anything.

For more information visit: https://offroad.polaris.com/
 
Connect with us on:
Facebook - https://www.facebook.com/PolarisRANGE...
Twitter - https://twitter.com/PolarisORV
Instagram - http://instagram.com/PolarisORV
YouTube - https://www.youtube.com/PolarisORV","https://offroad.polaris.com/en-ca/spe... ,https://offroad.polaris.com/ ,https://www.facebook.com/PolarisRANGE... ,https://twitter.com/PolarisORV ,http://instagram.com/PolarisORV ,https://www.youtube.com/PolarisORV",1,Polaris Off Road,https://www.youtube.com/channel/UCDdBUYepGpSjfY6sYm7Xo8w,46300,"Aug 26, 2009",753
Know who works harder than you do? Your feet!,https://www.youtube.com/watch?v=HmWiTyHLwG8,https://www.youtube.com/watch?v=enRCzMjFAvA,No,"Sep 5, 2020",People & Blogs,233328,0:15,0,0,https://www.drscholls.com/?utm_source=Pixability&utm_medium=OLV&utm_campaign=Custom-Demographic_Pixability_DRS2020US_NA_US_DMO_VDO_1x1_DSK_dCPM_:15_AB_SS&utm_content=VI_HOME_DSCE_PM-MAN-WELDING-WORKBOOT_WEHEARTFEET-MOSTRELIABLE_X_X_15SEC_ENGLISH&gclid=EAIaIQobChMI7u7jnODu6wIV8LGQBB33UQFCEAEYASAAEgJdV_D_BwE,"Dr. Scholls Advanced Work Insoles give your feet energizing comfort and the right support, so they can do anything. Its time to show hard-working feet the love they deserve. #WeHeartFeet


SUBSCRIBE TO DR. SCHOLLS ON YOUTUBE: https://www.youtube.com/DrScholls 
Follow Dr. Scholls on FACEBOOK: https://www.facebook.com/DrScholls 
Follow Dr. Scholls on INSTAGRAM: https://www.instagram.com/DrScholls_usa 
Follow Dr. Scholls on TWITTER: https://twitter.com/DrScholls 
Follow Dr. Scholls on PINTEREST: https://www.pinterest.com/DrScholls_usa","#WeHeartFeet ,https://www.youtube.com/DrScholls ,https://www.facebook.com/DrScholls ,https://www.instagram.com/DrScholls_usa ,https://twitter.com/DrScholls ,https://www.pinterest.com/DrScholls_usa",5,Dr. Scholl's,https://www.youtube.com/channel/UCV8yVcm7wc76zg_b3sBAP9g,9770,"Aug 6, 2013",66
Nintendo Switch - Ring Fit Adventure - Evenings My Way (:15),https://www.youtube.com/watch?v=p0xvBzeQn04,https://www.youtube.com/watch?v=XyVTllBSrHc,Yes,"Dec 23, 2019",Gaming,1329461,0:15,0,0,https://ringfitadventure.nintendo.com/?cid=N1053-01:ch=pyt,"Ring Fit Adventure is available now for Nintendo Switch! Set out on a fitness-filled quest to defeat enemies using real-life exercises. With additional minigames and customizable workout routines, Ring Fit Adventure is a great escape for players of all skill levels and schedules.

#NintendoSwitch #RingFitAdventure #Nintendo

Learn More Here: https://ringfitadventure.nintendo.com/

Subscribe for more Nintendo fun! https://goo.gl/HYYsot

Visit Nintendo.com for all the latest! http://www.nintendo.com/

Like Nintendo on Facebook: http://www.facebook.com/Nintendo
Follow us on Twitter: http://twitter.com/NintendoAmerica
Follow us on Instagram: http://instagram.com/Nintendo
Follow us on Pinterest: http://pinterest.com/Nintendo","#NintendoSwitch ,#RingFitAdventure ,#Nintendo ,https://ringfitadventure.nintendo.com/ ,https://goo.gl/HYYsot ,http://www.nintendo.com/ ,http://www.facebook.com/Nintendo ,http://twitter.com/NintendoAmerica ,http://instagram.com/Nintendo ,http://pinterest.com/Nintendo",2,Nintendo,https://www.youtube.com/channel/UCGIY_O-8vW4rfX98KlMkvRg,7130000,"Dec 27, 2005","4,374"
A71 Google Duo 15S Mother Daughter,https://www.youtube.com/watch?v=ko3fNDzkjYY,https://www.youtube.com/watch?v=QpYecwtJsZg,Yes,"Sep 14, 2020",Entertainment,60397,0:15,0,0,https://www.samsung.com/us/mobile/galaxy-a71-5g/?cid=dis-mktg-stc-mob-us-other-dvid-09112020-17772-2400725-276555353-137709197&dclid=CODT-v7g7usCFed7wQodl6UMXg,,,9,Samsung US,https://www.youtube.com/channel/UCnEdfCdbxJJ9ouWKLSRCRRw,1910000,"Dec 11, 2007",497
Pampers | First Connections :15s,https://www.youtube.com/watch?v=q2hVjY0iVRI,https://www.youtube.com/watch?v=veb9UEdBO-A,Yes,"Mar 31, 2020",Howto & Style,24688045,0:15,"4,460 ","2,164 ",https://www.pampers.com/en-us/diapers-wipes/pampers-swaddlers-diapers?dclid=CJPqyuvh7usCFVoSwwodAOYGqA,,,5,Pampers,https://www.youtube.com/channel/UCYJqcD8Zr7lm6COA_Cm7ZPQ,472000,"Feb 16, 2006",124
Do It Every Night With Cascade Platinum,https://www.youtube.com/watch?v=0AyQLUq5lrU,https://www.youtube.com/watch?v=VJtdkMExmTQ,Yes,"Sep 1, 2020",Howto & Style,16,0:06,0,0,https://cascadeclean.com/en-us/rethink-the-sink?utm_source=YouTube&utm_medium=OLV&utm_campaign=SF,,,1,Cascade,https://www.youtube.com/channel/UC8SPgzeynUcmTVyerCyV_ng,0,"Dec 23, 2005",23
Mr. Clean Magic Eraser Extra Durable,https://www.youtube.com/watch?v=19V6zUjvFL8,https://www.youtube.com/watch?v=AOkKQas-KS8,Yes,"Jun 12, 2020",Howto & Style,59,0:15,0,0,https://www.mrclean.com/en-us/shop-products/magic-erasers,Try Mr. Clean Magic Eraser https://www.mrclean.com/en-us/shop-pr...,https://www.mrclean.com/en-us/shop-pr...,1,Mr. Clean,https://www.youtube.com/channel/UC18RSHo90exNOGm1tjgmIyw,21200,"Dec 20, 2005",48
Pampers | First Connections :06s,https://www.youtube.com/watch?v=h2R1sylofbw,https://www.youtube.com/watch?v=TaqpyJzJHvs,Yes,"Mar 31, 2020",Howto & Style,592,0:06,0,0,https://www.pampers.com/en-us/diapers-wipes/pampers-swaddlers-diapers?dclid=CNuwibri7usCFYRHAQod6kEMaw,,,4,Pampers,https://www.youtube.com/channel/UCYJqcD8Zr7lm6COA_Cm7ZPQ,472000,"Feb 16, 2006",124
Let's Go There,https://www.youtube.com/watch?v=z9u5h41-G7M,https://www.youtube.com/watch?v=6jYr-9hsrY0,No,"Sep 2, 2020",People & Blogs,1908509,0:15,5 ,3 ,https://www.letsgothere.travel/?gclid=EAIaIQobChMIuLOGsePu6wIVrZmQBB0hGwN3EAEYASAAEgJA4_D_BwE,"When it's time for you, we'll be ready.",,7,Let's Go There Coalition,https://www.youtube.com/channel/UCyINBySX1LoQmYVaSCKOEoQ,113 ,"Sep 2, 2020",9
Pampers | Wild Child :15s,https://www.youtube.com/watch?v=guear4tZtdg,https://www.youtube.com/watch?v=zz1KesQVbws,Yes,"Mar 31, 2020",Howto & Style,18725686,0:15,"4,862 ","2,835 ",https://www.pampers.com/en-us/diapers-wipes/pampers-cruisers-360?dclid=CjgKEAjw95D0BRDL_eimu4SK6i0SJABzbYwoXx3gV9wAxX4XrdQjUAcqrYVbYxRIR-vai6woDOg8k_D_BwE,,,2,Pampers,https://www.youtube.com/channel/UCYJqcD8Zr7lm6COA_Cm7ZPQ,472000,"Feb 16, 2006",124
Write Clearly and Concisely | Grammarly,https://www.youtube.com/watch?v=2rIQNmzrb9g,https://www.youtube.com/watch?v=n7xmnqBxQ6U,Yes,"Aug 3, 2020",Education,32476285,0:30,7 ,8 ,https://www.grammarly.com/?utm_source=youtube&utm_medium=cpc&utm_campaign=TOF&utm_content=clearlyandconcisely30&gclid=EAIaIQobChMIndHt2ePu6wIVx8EOAB0ktQ4xEAEYASAAEgLAKPD_BwE,,,51,Grammarly,https://www.youtube.com/channel/UCfmqLyr1PI3_zbwppHNEzuQ,136000,"Jan 23, 2012",66
Swiffer Duster Super Extender,https://www.youtube.com/watch?v=pqBNvegpgk0,https://www.youtube.com/watch?v=A56FnicS400,Yes,"Jun 1, 2020",Entertainment,30,0:06,0,0,https://attach.mikmak.tv/5f636377-13a2-6079-ead8-9bee7a85c4f4?channelType=video&trafficType=paid&attachCampaignName=olv-jas20&handle=swiffer&platformType=olv&adPlacementType=na&adUnitType=video-ad&paidAudienceType=na&adUnitCreative=hd-pet-dry-mia-15&campaignObjectiveType=awareness&siteId=2750335,"Swiffer Dusters Super Extender includes a 6-foot extendable duster handle, allowing you to reach more areas of your home. Learn how to clean hard to reach places with these Swiffer products: https://www.youtube.com/watch?v=8LRBu...

Learn more about Swiffer Dusters Heavy Duty Super Extender:
https://swiffer.com/en-us/shop-produc...

Subscribe to get notified when new videos are uploaded!
http://www.youtube.com/subscription_c...

Discover More about Swiffer:
Visit our Website: http://www.swiffer.com 
Like us on Facebook: https://www.facebook.com/swiffer
Follow us on Twitter: https://twitter.com/swiffer

This long handled duster can be used as a ceiling fan cleaner, a cobweb duster, and much more. With Swiffer Dusters Heavy Duty Super Extender, a quick clean is always within reach.","https://www.youtube.com/watch?v=8LRBu... ,https://swiffer.com/en-us/shop-produc... ,http://www.youtube.com/subscription_c... ,http://www.swiffer.com ,https://www.facebook.com/swiffer ,https://twitter.com/swiffer",1,Swiffer,https://www.youtube.com/channel/UCcWvZDYE9a3CWcSzZ1_6quQ,55400,"Oct 3, 2012",64
Just Download & Install to Start Saving | Honey Saves You Money,https://www.youtube.com/watch?v=wZ2ke3I5-6Y,https://www.youtube.com/watch?v=QChLQR8L5K8,Yes,"Sep 10, 2020",Science & Technology,38239,0:59,0,0,https://www.joinhoney.com/page/DR-US-Simplified-Yellow-General-Widget-Logos/?utm_source=yout&utm_medium=vid&utm_campaign=YOUT_US_200911_1D_Brand-Buy_TeamWin_HiveMind-B_60_Broad_Broad_F_18-65_ItsFree_UnlockCoupons_DR-US-Simplified-Yellow-General-Widget-Logos&utm_content=DR-US-Simplified-Yellow-General-Widget-Logos&from=r,"Get Honey  http://joinhoney.co/mq94QQ


Subscribe  http://joinhoney.co/vQxZnH

About Honey:
Honey is a free browser extension that can find deals for you when you shop online. It searches the internet for promo codes and coupon codes and then applies them to your cart at check-out on over 30,000 sites. Honeys already found over $1 billion in savings, has earned over 100,000 5-star reviews in the Google Chrome Store, and has over 17 million members.","http://joinhoney.co/mq94QQ ,http://joinhoney.co/vQxZnH",9,Honey,https://www.youtube.com/channel/UCgUAU2Cuf4l_33cQxyeIt1A,58400,"Feb 9, 2017",115
Febreze Small Spaces Bathroom Deodorizer | Febreze,https://www.youtube.com/watch?v=sinlQ-Uhjy8,https://www.youtube.com/watch?v=eiFsXJL8pk0,No,"Dec 18, 2019",Entertainment,44021,0:15,105 ,34 ,https://www.febreze.com/en-us/products/products-by-type/small-spaces,"While other bathroom air fresheners only mask bathroom smells, Febreze Small Spaces continuously eliminates odors in the air AND on soft surfaces for 45 days. Just press it, set it, and get back to business. 

Stay fresh with Febreze Small Spaces today: https://www.febreze.com/en-us/product...",https://www.febreze.com/en-us/product...,1,Febreze,https://www.youtube.com/channel/UCcZ0v5KHloNoO5y_Spzclqg,35000,"Dec 30, 2005",24
:15sec FWD Momentum,https://www.youtube.com/watch?v=wIQ4RRWgP3A,https://www.youtube.com/watch?v=hVMdm7wN7EI,Yes,"Jul 13, 2020",Autos & Vehicles,6374816,0:15,0,0,https://www.nissanusa.com/ariya.html?dcp=opn,,,246,Nissan USA,https://www.youtube.com/channel/UCMZh9kMjQ6Yc_JuCNIp1UDw,319000,"Sep 19, 2006",856
Take a Closer Look at the Havertys Blue Ridge Table,https://www.youtube.com/watch?v=q8ZlZBWnUmY,https://www.youtube.com/watch?v=majxRFArAVQ,No,"Sep 4, 2020",Howto & Style,178862,0:15,4 ,1 ,https://www.havertys.com/?utm_source=YouTube&utm_medium=Video&utm_campaign=trilia-2020HavertysFurniture-SiteTraffic&utm_content=Promo-Event10-BlueRidge-AllZip&cm_mmc=VIDEO-_-Event10-BlueRidge-_-202009-_-YouTube,,,35,Havertys,https://www.youtube.com/channel/UCDYimabbZv0sV9fvasZTPyg,3110,"Mar 13, 2007",18
11500 YouTube 1920x1080 30 Black Boys The Sit A Most B The Defi NA SignUpNow,https://www.youtube.com/watch?v=P6rNEWRMTCE,https://www.youtube.com/watch?v=aHAj2TOYsTc,Yes,"Sep 9, 2020",Entertainment,507791,0:30,0,0,https://www.peacocktv.com/?cid=pdsoc1657&utm_source=dv360&utm_medium=pd_social_tg_vidnoskp&utm_campaign=20200904originalsdocsblkvo&utm_term=281896737&utm_content=137530465,,,17,Peacock,https://www.youtube.com/channel/UCPgMAS8woHJ_o_OZdTR7kcQ,83600,"Sep 11, 2019",133
GS 15 Wide 16x9 h264,https://www.youtube.com/watch?v=TEi_X4DYujE,https://www.youtube.com/watch?v=cTj0uTjb7Tc,Yes,"Aug 25, 2020",Education,2663778,0:15,0,0,https://campaign.goddardschool.com/dma/landingpage.aspx?dm=2&utm_medium=video&utm_source=youtube&utm_content=prospecting&utm_campaign=gsis_youtube_atlanta-ga_n_dma_dma2&gclid=EAIaIQobChMIke7in-fu6wIVloiQBB3DEQ66EAEYASAAEgJ5EvD_BwE,,,4,The Goddard School,https://www.youtube.com/channel/UC0wSlvVFMw-RCTIUmX4iqYw,884 ,"Oct 1, 2008",235
Firestone Tires | Destination LE3,https://www.youtube.com/watch?v=1_z9DaNqM1A,https://www.youtube.com/watch?v=6RpizVPeRn8,Yes,"May 22, 2020",Autos & Vehicles,5093434,0:15,3 ,2 ,https://www.firestonetire.com/tire/destination-le3?cmp=olv_youtube_bato-fst-620-evgrn-evgrn_con-int_en-us-video-15sec-product-Destination-tryusfor-destinationle3,"Learn more about our new all-season tire built for long-lasting performance. 
https://www.firestonetire.com/tire/de...",https://www.firestonetire.com/tire/de...,7,Firestone Tires,https://www.youtube.com/channel/UCE9SvlcWeZrbRTKdGC4Zn9w,4580,"Aug 29, 2012",142
Constant Contact | Plants 15s,https://www.youtube.com/watch?v=CVPwJJvfa8A,https://www.youtube.com/watch?v=UxkT89P4a8o,Yes,"Sep 10, 2020",Howto & Style,951,0:15,0,0,https://www.constantcontact.com/?cc=CLK_10756584_2218200_282394006_137495511_475913392&dclid=&gclid=EAIaIQobChMIz9DYxOfu6wIVuruQBB0NBwe8EAEYASAAEgK4j_D_BwE,"---

Learn more about Constant Contact's online marketing platform: https://www.constantcontact.com/?utm_...

Start a free email marketing trial: https://www.constantcontact.com/free-...

Use Constant Contact's free website builder: https://www.constantcontact.com/websi...

Sign up for our Hints & Tips newsletter: https://blogs.constantcontact.com/new...

Get the latest email marketing and small business advice on our blog: https://blogs.constantcontact.com/?ut...

Subscribe to our channel and connect with us on social:
 -Instagram: https://www.instagram.com/constantcon...
 -Twitter: https://twitter.com/constantcontact
 -Facebook: https://facebook.com/constantcontact
 -LinkedIn: https://www.linkedin.com/company/cons...
 -Pinterest: https://www.pinterest.com/constantcon...","https://www.constantcontact.com/?utm_... ,https://www.constantcontact.com/free-... ,https://www.constantcontact.com/websi... ,https://blogs.constantcontact.com/new... ,https://blogs.constantcontact.com/?ut... ,https://www.instagram.com/constantcon... ,https://twitter.com/constantcontact ,https://facebook.com/constantcontact ,https://www.linkedin.com/company/cons... ,https://www.pinterest.com/constantcon...",1,Constant Contact,https://www.youtube.com/channel/UC0_XV-kgmGH1p_KP4d0qGSw,11300,"Jul 13, 2007",227
Addition Ad,https://www.youtube.com/watch?v=-9esn6U-f10,https://www.youtube.com/watch?v=4rJpmqYgfxo,No,"Jul 28, 2020",People & Blogs,48720396,2:10,251 ,133 ,https://www.adaptedmind.com/Math-Worksheets-Adaptive-v58.html?type=ytdispcoban&campaignId=10572278585&gclid=EAIaIQobChMIiNqK6Ofu6wIVZZVMCh36aQNTEAEYASAAEgIIA_D_BwE&utm_expid=.hlkYmN1FTIq7FhrvNm_tjA.2&utm_referrer=https%3A%2F%2Fwww.youtube.com%2F,,,7,AdaptedMind,https://www.youtube.com/channel/UCMMkOy1OtB1OkjB6PNTk9Sw,30700,"May 4, 2016",471
Boundary Plus Smart System,https://www.youtube.com/watch?v=uesEav9JfH8,https://www.youtube.com/watch?v=e-XotjjuLfg,No,"Aug 10, 2020",Pets & Animals,39492,0:29,0,0,https://www.invisiblefence.com/landing/boundary-plus-smart?gclid=EAIaIQobChMIocjl9Ofu6wIVOLGQBB2vJgMEEAEYASAAEgLe4vD_BwE,"Invisible Fence Brand's Boundary Plus Smart System keeps your dog in your yard. Our Invisible boundaries help to prevent common dog behavior problems like chasing after cars and squirrels or jumping over your fence. Visit invisiblefencebrand.com to learn more about keeping your pets protected.

SUBSCRIBE FOR MORE INVISIBLE FENCE VIDEOS 


Invisible Fence on YouTube: https://www.youtube.com/InvisibleFenc...
Invisible Fence on Facebook: https://www.facebook.com/InvisibleFence/
Invisible Fence on Twitter: https://twitter.com/invisiblefence
Invisible Fence on Instagram: https://www.instagram.com/invisiblefe...
Invisible Fence Official Website: https://www.invisiblefence.com/free-c...

 2019 Invisible Fence, Inc. All rights reserved.","https://www.youtube.com/InvisibleFenc... ,https://www.facebook.com/InvisibleFence/ ,https://twitter.com/invisiblefence ,https://www.instagram.com/invisiblefe... ,https://www.invisiblefence.com/free-c...",1,InvisibleFenceBrand,https://www.youtube.com/channel/UChiUXv2YygVa1D3KSXQ6dMA,569 ,"Aug 26, 2008",53
Big Case Or Small YT,https://www.youtube.com/watch?v=Vmy-yFdLG_k,https://www.youtube.com/watch?v=AQ7iEBWDTNE,Yes,"Sep 2, 2020",Autos & Vehicles,78687,0:29,0,0,https://www.attorneykennugent.com/practice-areas/?gclid=EAIaIQobChMIgdiwteju6wIVR7iQBB092woGEAEYASAAEgL3zPD_BwE,,,6,"Kenneth S. Nugent, P.C.",https://www.youtube.com/channel/UCaWpIzrenFxcg8vXKjl9z8w,660 ,"May 27, 2010",197
Write Quickly and Confidently | Grammarly,https://www.youtube.com/watch?v=1yfCuxD9PZo,https://www.youtube.com/watch?v=6s2Vil1GhdI,Yes,"Aug 3, 2020",Education,12539337,0:20,0,1 ,https://www.grammarly.com/?utm_source=youtube&utm_medium=cpc&utm_campaign=TOF&utm_content=quicklyandconfidently20&gclid=EAIaIQobChMIvZ6x2eju6wIV08EOAB30Zg1-EAEYASAAEgLsP_D_BwE,,,11,Grammarly,https://www.youtube.com/channel/UCfmqLyr1PI3_zbwppHNEzuQ,136000,"Jan 23, 2012",66
4 Outdoor Repairs with Color Duck Tape,https://www.youtube.com/watch?v=LxM1Efin6YU,https://www.youtube.com/watch?v=U49cU3EHolU,Yes,"Mar 27, 2020",Howto & Style,423108,0:15,0,0,https://www.duckbrand.com/home-diy/4-outdoor-repairs-with-color-duck-tape?gclid=EAIaIQobChMIpPKW1unu6wIVzcEOAB1oyAEZEAEYASAAEgLF2_D_BwE,,,1,Duck Brand,https://www.youtube.com/channel/UC9fSS1iaw6HCl11L_7s6YwA,74600,"Mar 19, 2009",300
2020 BATO Bridgestone Product Short OLV Turanza QuietTrack 15,https://www.youtube.com/watch?v=f0AtkyZveEM,https://www.youtube.com/watch?v=0JnrO9keUUc,Yes,"Aug 4, 2020",Autos & Vehicles,208834,0:15,0,0,https://www.bridgestonetire.com/tire/turanza-quiettrack/?cmp=olv_youtube_bato-bst-920-evgrn-evgrn_con-int_en-us-video-15sec-product-Turanza-Product-ShopTires,,,14,Bridgestone Tires,https://www.youtube.com/channel/UCdpvkIIZ2bkClJox6MDXpNg,7380,"Nov 26, 2007",153
RCT3 PRE-LAUNCH EN 30SEC ESRB,https://www.youtube.com/watch?v=h7KSlG-R7mo,https://www.youtube.com/watch?v=JW9HQgXDqXg,Yes,"Sep 4, 2020",Gaming,87,0:30,0,0,https://www.rollercoastertycoon3.co.uk/en-US,,,2,Frontier,https://www.youtube.com/channel/UCS7AY7pWr_7qKt44WHP4QpQ,12800,"Aug 27, 2014",19
Jurassic World: Camp Cretaceous - September 18 (15),https://www.youtube.com/watch?v=Xuyl9o8YUuY,https://www.youtube.com/watch?v=PPXbst9CDcg,Yes,"Sep 4, 2020",Film & Animation,1581240,0:15,0,0,https://campcretaceous.com/,,,2,DWAnimation,https://www.youtube.com/channel/UCia2_wzvSZrQBzbopXT1Fcg,0,"Jan 6, 2015",3
us videosound delivery5 16 9 1920x1080 15s,https://www.youtube.com/watch?v=q5YMlAUqS84,https://www.youtube.com/watch?v=tnYgnOUizVI,Yes,"Jul 9, 2020",Autos & Vehicles,2972570,0:15,452 ,304 ,https://www.volvocars.com/us/care-by-volvo/?utm_source=youtube&utm_medium=video&utm_campaign=us_cbv_video_prospecting_cpa&utm_content=delivery_5_video&gclid=EAIaIQobChMI5f2XsfTu6wIVKugoBR00dA5PEAEYASAAEgK3GPD_BwE,,,17,Volvo Cars,https://www.youtube.com/channel/UCaY-4ndPCRKp60qXF7zBJ0w,159000,"Aug 11, 2008",352
BB Nurture Video,https://www.youtube.com/watch?v=aROUC4ne6IE,https://www.youtube.com/watch?v=GEpR3mkE68o,No,"Aug 6, 2020",N/A,0,0:15,0,0,https://www.americangirl.com/shop/c/bitty-baby?utm_medium=paid-search,,,4,Mattel,https://www.youtube.com/channel/UC3Hzs3IhldhQnGfcmUOHsug,151000,"Jan 24, 2006",696
YouTube 1920x1080 15 Single Title Tentpole Single Title Dateline NBC 4k,https://www.youtube.com/watch?v=tohEE8zIxPs,https://www.youtube.com/watch?v=C12tcnX7g-M,Yes,"Jul 14, 2020",Entertainment,928033,0:15,0,0,https://www.peacocktv.com/?cid=20200715takeflightpdsoc1133&utm_source=dv360&utm_medium=pd_social_tg_preskp&utm_campaign=20200715takeflight&utm_term=278126634&utm_content=135242326,Stream Now on Peacock: https://www.peacocktv.com?cid=2020010...,https://www.peacocktv.com?cid=2020010...,5,Peacock,https://www.youtube.com/channel/UCPgMAS8woHJ_o_OZdTR7kcQ,83600,"Sep 11, 2019",133
Hacks with Max Strength Duck Tape,https://www.youtube.com/watch?v=JNlEyw8BonU,https://www.youtube.com/watch?v=ZPYeRynwFNM,Yes,"Oct 7, 2019",Howto & Style,522979,0:15,0,0,https://www.duckbrand.com/home-diy/3-duck-tape-hacks-for-home-diy-projects?gclid=EAIaIQobChMIsfDNyPju6wIVO-ooBR0JwgdAEAEYASAAEgLALvD_BwE,,,1,Duck Brand,https://www.youtube.com/channel/UC9fSS1iaw6HCl11L_7s6YwA,74600,"Mar 19, 2009",300
Hone Your Craft: New in Salutation Stash II,https://www.youtube.com/watch?v=RZA7X6wROBw,https://www.youtube.com/watch?v=Uwiq5NjEVRw,Yes,"Aug 11, 2020",Sports,2083063,0:15,1 ,0,https://athleta.gap.com/browse/category.do?cid=1006482&tid=atme000157&epid=279718599&ecid=134786551&gclid=EAIaIQobChMIopaA__ju6wIVSOUoBR0WtgDNEAEYASAAEgJPGvD_BwE,"Our most-loved, softer than-clouds tights - now with delicate craft details, textures, and prints to elevate your practice. 

#Athleta #PowerOfShe","#Athleta ,#PowerOfShe",1,Athleta,https://www.youtube.com/channel/UC28xIbgBK43RbxwVUK5uD2g,9540,"Jul 12, 2006",160
"Todays shampoo bottle can become tomorrows new slide because we need plastic, not plastic waste.",https://www.youtube.com/watch?v=iDMHQIMRbs4,https://www.youtube.com/watch?v=b3jX7pIGBNA,Yes,"Jul 17, 2020",Education,3411932,0:15,0,0,https://www.reuseplastics.org/news/?gclid=EAIaIQobChMIsr6EgPru6wIVEuooBR0IiwBOEAEYASAAEgKOJ_D_BwE&hsa_acc=4927187168&hsa_ad=452934260867&hsa_cam=10501686194&hsa_grp=103906835717&hsa_net=adwords&hsa_src=ytv&hsa_ver=3&utm_medium=ppc&utm_source=adwords,Imagine A Shampoo Bottle Becoming Your Kid's Slide. Learn how we are changing the future of plastics. From Single Use to Reuse is a collaborative effort made up of industry innovators who are working to end plastic waste through reuse.,,2,Reuse Plastics,https://www.youtube.com/channel/UCEd6i8OmnyLRg9tgzmTVhgw,16 ,"Apr 7, 2020",2
Write With Impact | Grammarly,https://www.youtube.com/watch?v=sNiMR4djlOA,https://www.youtube.com/watch?v=09Q6_wa3JF8,Yes,"Aug 3, 2020",Education,6090627,0:52,1 ,2 ,https://www.grammarly.com/?utm_source=youtube&utm_medium=cpc&utm_campaign=TOF&utm_content=writewithimpact60&gclid=EAIaIQobChMI1JOeu_ru6wIV1OQoBR3FnQxSEAEYASAAEgLrKPD_BwE,,,2,Grammarly,https://www.youtube.com/channel/UCfmqLyr1PI3_zbwppHNEzuQ,136000,"Jan 23, 2012",66
